Note,Description,Date,nombre_good_bad,nombre_follow,key
"5,0","Une fresque magnifiquement interprétée par des acteurs  ""justes"". Un film à la fois drôle, emouvant, boulversant... Une véritable leçon !! 

PS: normal c'est mon film préferé ..",Publiée le 15 décembre 2007,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,11
"5,0",Ce film est un chef d'oeuvre qui alterne à merveille rire et émotion;l'histoire est prenante. Tom Hanks est épatant dans ce role qui est  incontestablement le meilleur de sa carrière,Publiée le 20 avril 2009,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,12
"5,0","Et bien c'est simple, peut être un des meilleurs films que j'ai pu voir. Vu dans mon enfance, vu à mon adolescence, vu encore de nombreuses fois après. On ne se lasse pas, on l'apprécie de plus en plus. Merveilleux et chaleureux, triste et émouvant, époustouflant et étonnant. Se film regroupe tout.
Sur la réalisation, c'est impec. Sur l'histoire, c'est impressionnant de voir le nombre de petites anecdotes sur la vie d'un homme, et aussi bien traitées. Un des meilleurs scénario de film.",Publiée le 1 février 2012,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,13
"5,0","Ce film est un pur chef-d’œuvre ! Il est peut-être un des meilleurs films dans l'histoire du cinéma, pour moi c'est le meilleur et les 6 oscars sont largement mérités. Bravo à Robert Zemeckis, le réalisateur, Tom Hanks incarne très bien le rôle de Forrest.",Publiée le 12 mai 2015,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,14
"5,0",Ce film est un chef d'oeuvre qui alterne à merveille rire et émotion;l'histoire est prenante. Tom Hanks est épatant dans ce role qui est  incontestablement le meilleur de sa carrière,Publiée le 20 avril 2009,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,0
"5,0","Ce film fais tout simplement parti de mon top 10. Que dire de ce film, à part ""regardez-le"". Une réalisation parfaite, des musiques émouvantes, et un Tom Hanks tout simplement incroyable. Il joue ce rôle avec un tel réalisme, ça en est bluffant. L'histoire de ce film est boulversante, on s'attache aux personnages très différents mais dont la rencontre donne quelque chose de magique. Un film à voir absolument au moins une fois dans sa vie.",Publiée le 15 mars 2010,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,1
"5,0",Assez banale comme histoire mais Hanks est tellement bon acteur. C'est son meilleur rôle je crois.,Publiée le 31 octobre 2010,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,2
"4,5","Un excellent film, très bien réalisé avec un scénario bien tissé. Un film culte à ne pas manquer!",Publiée le 14 mars 2011,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,3
"5,0",P A R F A I T.,Publiée le 8 novembre 2012,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,4
"5,0","Tom hanks joue extrêmement bien qu'il a réussi à me faire pleurer et seul cet acteur et ce film l'a fait.
En plus de cela,il y a des passages très drôle en passant par quelques scènes de suspens très plaisantes.
Un véritable chef-d'oeuvre",Publiée le 4 avril 2013,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,5
"5,0",C'est toujours un plaisir de voir ce condensé d'histoire des USA traité de façon si humaine et si poétique.,Publiée le 5 janvier 2017,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,6
"5,0","Un grand classique ! J'ai adoré ce film et j'ai dû le voir 10 fois. Tom Hanks est incroyable dans ce film ( et dans les autres aussi). J'ai ri, mais aussi pleuré. Une vraie leçon de vie. Je ne peux mettre qu'un 5/5 ! À voir absolument !",Publiée le 11 juin 2020,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,7
"5,0",Un  excellent film. Des surprises qui nous  font pleurer ou rire. J'aime ce Candide des temps modernes. Un Tom Hanks sublime. Beaucoup de poésie pour une belle morale.,Publiée le 24 juin 2010,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,8
"5,0","Le meilleur film de tous les temps. Quoi de mieux que de revisiter les grands événements ayant marqué l'histoire américaine des années 60, à travers la vie d'un seul homme, avec en prime de l'humour, une performance d'acteur impressionnante (Tom Hanks), et une B.O super sympa. Un classique indémodable.",Publiée le 21 août 2018,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,9
"5,0","""Forrest Gump"" est LE film a voir. Si on ne l'a jamais vu,  on ne peut pas se sentir cinéphile. Le film est triste a en mourir. Je n'avais presque plus de larmes à la fin. 
    spoiler: 
    J'ai pleuré dès qu'il annonce qu'il part au Vietnam.

 Zemeckis a signé le meilleur film qu'il ait jamais fait,  surpassant son ""Retour Vers Le Futur"". C'est ce film qui m'a fait découvrir Tom Hanks qui est un acteur des plus talentueux,  toute période confondue. Si vous n'avez pas pleuré ne serait-ce qu'une seule fois devant ce film,  vous êtes un coeur de glace (ou un nazi mais j'en doute).",Publiée le 7 juin 2019,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,10
"5,0","Ce film est juste parfait, de l'écriture à la réalisation en passant par l'interprétation ce film réussi tout. On passe du rire aux larmes en un instant, bref c'est sans doute un des meilleurs que j'ai vu et que je verrais jamais.",Publiée le 3 avril 2019,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,11
"5,0","Délicieux et tendre chef d'oeuvre, à voir chaque année, à montrer aux plus jeunes commes aux plus agés.",Publiée le 21 octobre 2020,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,12
"5,0","Forrest Gump est un chef d'oeuvre il est pour moi encore l'un des meilleurs film son histoire, ses acteurs, sa réalisation tout dans se film est excellent il pourra vous faire rire comme vous faire pleurer .
( a voir absolument )",Publiée le 22 juin 2020,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,13
"4,0","bon scénario très bien tourner; un acteur principal bourré de talent bon film.
Pour ma part un film culte.",Publiée le 9 novembre 2015,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,14
"5,0","Voila, c'est ma première critique et je fais exprès de choisir ce film si important pour moi. Je débute un peu dans le monde du cinéma et je ne connais et je n'ai pas vu autant de films que je voudrais mais je connais au moins celui-là et mon dieu quel bonheur de l'avoir vu. Forrest Gump fais partie des rares films qui m'ont choqué et fais tirer les larmes dès le premier visionnage( Interstellar, Harry Potter ou encore les Évadés). Je m'attendais à un grand film et j'ai eu affaire a un très très très grand film. Il est magnifique, en tout point. De son histoire bien pensé et originale avec la voix off de Forrest superbement intégré, ses acteurs géniaux et notamment et vous le savez un Tom Hanks plus que sublime qui signe une de ses meilleurs prestations, une histoire intéressante et touchante. Je pense vraiment que c'est le film où j'ai le plus pleurer tellement cette humain si simple mais pourtant tant attachant ne lui arrive pratiquement que des malheurs mais reste gentil et bon, tout simplement. Un film grandiose de simplicité, un des meilleurs longs-métrages qu'il m'ai été donné de voire.",Publiée le 25 février 2021,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,0
"5,0",Très belle prestation de Tom Hanks. Il joue un personnage pas du tout facile a interpréter et il s en sort très bien.,Publiée le 28 juillet 2017,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,1
"4,5","que dire de plus de ce chef d'oeuvre! un film que je pourrais voir plusieurs fois sans me lasser, que d'émotion, on entre facilement dans la peau de forest, on vit ses aventures...  un film d'émotion et plus, a voir et revoir",Publiée le 9 octobre 2015,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,2
"5,0","je viens de voir ce film en VO, 12 ans après sa sortie, je décoince! 
c'est encore mieux,surtout la voix off qui est moins pénible.
mais si j'écris c'est surtout pour répondre à ceux qui le trouve mièvre et trop ""républicain""au point de ne mettre aucune étoile,je les plains,
ils n'ont vu dans ce film qu'un simple d'esprit qui devient milliardaire dans une amérique toute puissante.
pourtant en 2h 20 Zéméckis nous parle (dans le désordre):
d'inceste,
de racisme,
de racisme envers les handicapés,
de la guerre qui n'est pas un vaste barbecue,
des oubliés et des reniés du vietnam,
des simples qui courrent derrière un gourou,
de la drogue,du sida,du cancer, de la mort,
de cette amérique qui tire sur ses présidents,
de réabilitation,de pardon, de rédemption,d'espoir,
d'amour,de la famille,d'un père qui élève son enfant du mieux qu'il peut,
du travail,de la chance,de la réussite,de l'argent,
enfin en 2h20 il nous montre aussi des paysages à tomber à genoux sur une musique de folie.
finalement je plains tous ceux qui n'ont pas vu tout ça et surtout je les plains de ne plus croire au conte de fée ...",Publiée le 22 mars 2008,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,3
"5,0","Tout simplement un chef d'oeuvre de l'histoire du cinéma ! Tom Hanks joue son rôle à la perfection, il est émouvant, drôle, joyeux, bref c'est un acteur de très haut niveau.",Publiée le 6 décembre 2018,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,4
"5,0","Après nous avoir offert les excellent ""Back to the Future"", Monsieur Zemeckis nous offre la sans aucun doute son meilleur film. Forrest Gump est un simple d'esprit, qui percoit la vie d'une façon si simple qu'on arrive à se demander que si nous serions tous comme Forest, le monde serait bien mieux. Tout au long du film, nous découvrons différente facettes du personnage mais lorsque les dernière 20 minutes du film arrivent, on se rend compte de la grande profondeur de ce manifique film. Dirigé par un Tom Hanks au sommet de sa forme et à une musique vraiment belle, Forrest Gump est une histoire qui réchauffe le coeur et qui réussi à nous faire rire, à nous faire pleurer. Je dis donc un grand merci à Zemeckis pour ce film qui restera a jamais gravé dans les mémoires de tous et chacun grace à ses répliques cultes mais aussi à une histoire manifiquement raconté.",Publiée le 28 septembre 2008,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,5
"5,0",un film qui travers le temps sans prendre de rides et qui malgres de nombreux visionnage stimule des emotions comme pour une avant-premiere.,Publiée le 10 avril 2019,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,6
"5,0","Ce film est un vrai chef-d'oeuvre. Très émouvant, touchant et simple à la fois. On voit le monde d'une autre façon, à la manière d'un homme plutôt ""débile"", qui ne comprend pas les choses comme quelqu'un de normal les comprendrait, qui ne se complique pas la vie, qui voit les choses simplement, qui accepte ses sentiments et ses émotions tels qu'ils sont, qui fait quelque chose juste parce qu'il a envie de le faire ou parce qu'on le lui demande. Curieusement, Tom Hanks a parfaitement incarné le rôle, et je ne crois pas que quelqu'un d'autre aurait pu le remplacer dans le film. Avec son regard naïf, simple et profond à la fois, il nous conduit à travers une aventure dont il est le héros, et où il l'ignore. On s'attache tellement à ce personnage qu'à un certain moment, on adopte sa façon de réfléchir pendant tout le reste du film. Il est vrai que le film est un poil long et qu'à un certain moment, on perd patience, mais la fin tellement émouvante  mérite que l'on regarde le film au moins deux fois la même journée.",Publiée le 24 février 2017,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,7
"5,0","Chef d'œuvre ! Je n'ai que 14 ans, et j'espère que des films similaires pourront encore refaire surface.",Publiée le 2 juin 2017,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,8
"5,0","MAGIQUE!!Un film ou l'on peut voir,un Tom Hanks méritant largement toutes ses récompenses!!",Publiée le 29 octobre 2010,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,9
"4,5",Un excellent scénario qui utilise la dérision pour «expliquer» la transformation de la société américaine depuis la seconde guerre mondiale,Publiée le 19 novembre 2010,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,10
"5,0","Un chef d'oeuvre ! :D



Tout simplement magique ! 
le meilleur film en son genre, avec un tom hanks en grande forme.",Publiée le 29 mars 2012,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,11
"5,0",Un film mignon qui touche nos petits coeurs . Tom Hanks joue très bien Forrest Gump .Un film a voir et revoir .,Publiée le 12 juillet 2018,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,12
"5,0",D une intelligence rare un chef d oeuvre a ne manquer sous aucun prétexte. Génial tout simplement et sans doute le meilleur film de tout les temps,Publiée le 28 juin 2020,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,13
"5,0",Le plus beau film. Très touchant. Tom Hanks est exceptionnel et humain avec sa Jenny. Une très belle leçon.,Publiée le 29 mars 2016,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,14
"5,0","L'excellence ! Le mot qui convient parfaitement à ce film, interprété avec talent par Tom Hanks ! Même s'il dure plus de 2h00, je n'ai pas vu le temps passer, tant il était captivant. Une belle leçon de Vie, des scènes surprenantes, comme l'apparition de faits réels, des passages romantiques, humoristiques, émouvants, attendrissants voire même touchants, ne nous laissent pas indifférents, bref un très joli scénario où se mélange drame et romantisme aux valeurs humaines sans pareil.
Je recommande sincèrement ce chef d'oeuvre, pour ceux ou celles qui sont attachés aux valeurs humaines, même si c'est de la fiction...
Je comprends pourquoi ce film a remporté 6 oscars dont celui du meilleur réalisateur Robert Zemeckis et du meilleur acteur Tom Hanks !!
Comme le dit si bien la phrase mytique : ""Maman disait toujours : La vie, c'est comme une boîte de chocolats...On ne sait jamais sur quoi on va tomber."" je pourrais en dire également : ""Un film, c'est comme une boîte de chocolats...On ne sait jamais sur quoi on va tomber...."" Et bien là.... je veux bien en reprendre encore des scénarios comme celui là !",Publiée le 10 septembre 2014,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,0
"5,0","Forest Gump
Le résumé de l’histoire :

De quoi parle le film
C’est l’istoire d’un enfant qui est handicapé.
Il est blesé aux jambes.
Un jour, il réalise son réve.
Il réussit à courir.Ensuite il a réussi à faire des choses extraordinaires il a sauvé pleuin de monde.
Il a vécu un amour très fort avec jenny
Le film montre qu’on peut toujours réaliser ses réves
Qu’est ce qui caractérise ce personnage Forest Gump ?
Il est sympa, il est généreux, il aide les autres à bien s’en sortir.Tout le monde dit qu’il est idiot ,mais pas du tout.ça, c’est intéressant !En fait,il est super intelligent,il aide les autres de façon bien.
Qu’est ce quil a eu plus que les autres personnes ?C’est un spécimenn incroyable qui tient tjs ses promesses.
Par ex à la guerre du vietnam un de ses amis.Booba etait mourrant.
Il aimait beaucoup son métier,pécheur de crevettes.Il parlait
Tout le temps, il navait que ça dans la téte. Il avait dit à Forest Gump de faire une alliance avec lui parce qu’il le sentait intelligent il voullait qu’il  rentre ds le commence des crevettes avec lui.
Il voullait qu’ils soient fréres.Forest Gump a bien voulu, mais booba est mort alors , forest a décidé de réaliser sa promesse. Il est devenu chef de chalutier. Forest,il est sensible bien qu’etant handicapé, il réalise ses réves mieux que les autres. Quel personnage t’a beaucoup frappé ? Jenny. Elle avait un mauvais pére et elle voulair partir de la maison.Ellz est partie chez sa gd-mére
Quand elle est devenue adulte  elle se faisait toujours frapper par les autres, des fous commes son père. Elle faisait n’importe quoi,
Elle se mettait toujours en danger",Publiée le 24 novembre 2012,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,1
"5,0",Juste formidable. Un film qui donne le sourire et qui redonne goût à la vie. Très peu de film ont la capacité d'autant toucher le spectateur. Un excellent film que je recommande vivement.,Publiée le 17 avril 2016,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,2
"5,0","Je viens de revoir Forrest Gump et j’avais oublié à quel point ce film est beau, drôle et émouvant. Je l’ai sûrement encore plus apprécié que lors de mon premier visionnage (j’étais peut-être un peu jeune pour tout comprendre à ce moment-là).  Même s’il est sorti il y a plus de 25 ans ce film n’a pas pris une seule ride et n’en prendra probablement jamais. Ce qui est sûr en tout cas c’est que je le classe très facilement dans ma liste de films préférés.",Publiée le 10 décembre 2020,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,3
"4,5","Film émouvant, avec un Tom Hanks au top ! La portée historique donne un charme, tout comme la fin Du film faisant allusion à la prière de Jenny. Magnifique !",Publiée le 25 août 2016,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,4
"4,5","Un classique ! Film magique et émouvant ! Tom Hanks exceptionnel à l'écran (comme souvent).
Film à voir ou à revoir",Publiée le 16 janvier 2018,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,5
"5,0","Un film sublime, où la mise en scène et le sénario sont extras !Sans parler de Tom Hanks qui nous a offert un rôle plus que magnifique !! Il joue à merveille ! Bref un film à voir et revoir ...",Publiée le 3 novembre 2006,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,6
"5,0",...La vache! Qu'est-ce qu'il est beau ce film!,Publiée le 3 mars 2007,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,7
"5,0","Une longue rétrospective de l'histoire des États-unis d'Amérique. Un Tom Hanks drôle, et touchant. Un film à voir et revoir !",Publiée le 8 février 2021,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,8
"5,0","Absolument Magnifique!!! Un chef d'oeuvre, l'un de mes  films préférés. Tom hanks interpréte superbement le rôle de forrest gump, l'histoire est magnifique, drole et emouvante à la fois!!! Un film culte a voir absolument!",Publiée le 11 janvier 2008,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,9
"5,0","Un film très attentionné, Tom Hanks joue à merveille son rôle et fais de ce film quelque chose d'interessant à voir et facile à regarder.La chronologie est bien retranscrite et on peut en tirer des informations pratiques.Ce film m'a plu car l'histoire est émouvante surtout la fin qui est vraiment bien trouvée et qui colle parfaitement au film.",Publiée le 24 août 2010,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,10
"5,0","Un chef d'oeuvre. Tom Hanks est incroyable, la mise en scène est géniale, c'est triste, c'est drôle et bouleversant. Ce film est intemporel et restera une référence pour longtemps encore ! Foncez le voir et le revoir, et même après 15 visionnage, vous en sortirez tout ému.",Publiée le 11 avril 2012,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,11
"5,0",Pour moi le plus grand chef d'oeuvre cinématographique malgré ce que certains peuvent dire. Tout dans la réalisation est parfait et la richesse de l'histoire fait qu'on ne se lasse jamais de le regarder. Par contre les références culturelles américaines sont parfois dures à assimiler.,Publiée le 6 août 2016,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,12
"4,5","C'est sans surprise que je vais annoncer que j'ai adorer ce film, il est certe long mais le temps devant passe incroyablement vite, Forrest nous transporte durant toute sa vie, j'ai vraiment eu l'impression de vivre cela en même temps que lui. L'histoire autant que les musiques ou que les décors sont magnifiques. Je conseille ce film qui est déjà classé premier dans les meilleurs films.",Publiée le 16 juillet 2020,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,13
"5,0",Juste parfait ce film est des acteurs incroyables de magnifique cènes et une amitiés poignantes ce film et parfait je ne peux rien dire d'autre,Publiée le 12 juin 2020,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,14
"5,0","Un film profond, tendre et drôle à la fois. Tout ce que l'on espère trouver dans un film.",Publiée le 21 février 2011,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,0
"5,0","Ce film est juste un chef d'œuvre où Tom Tanks joue superbement bien sont rôle d'attardé mental , je le conseil vraiment à tous le monde .",Publiée le 27 mars 2011,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,1
"3,0","qu'est-ce qui fait qu'un film est bien ?

l'histoire, la réalisation

là y a tom hanks encore et toujours, l'histoire c'est un silmplet qui lui arrive tous les trucs les plus incroyable du monde et ça fait en même temps un petit remake de l'histoire américaine avec une voix off non stop.

Néamoins, mis à part ""l'histoire d'amour"" piteuse, le lieutenant ""sans jambes"" qui me rappelle un film avec tom cruise (aussi sur la guerre du vietnam), ce fil mse regarde agréablement.

^^'",Publiée le 1 mai 2010,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,2
"5,0","J'ai découvert ce film sur le tard, voici déjà 2, 3 ans. M
Et je ne saurai écrire à quel point ce film m'a marqué !
La BO est génial.
Tom Hanks est tout simplement extraordinaire dans son rôle.
Le scénario sans être exceptionnel nous fait découvrir les Etats-Unis  de la seconde moitié du XXe siècle et que dire des clins d'œil tout le long du film !
De plus ce film est une leçon de vie, avec une des histoires d'amour les plus tristes du cinéma.
5 étoiles largement mérité, sa première place n'est pas usurpée.",Publiée le 31 octobre 2015,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,3
"4,0",Très bon film un très grand acteur ce Tom hanks dans ce film il joue très bien sont rôle de simplet à voir et à revoir,Publiée le 27 janvier 2016,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,4
"5,0","Un incontournable du cinéma doublé d'une belle leçon de vie, ne passez pas à côté d'une perle signée Robert Zemeckis, sûrement l'un de mes films favoris. Forrest Gump nous transporte jusqu'aux Etats Unis, initialement en Alabama d'où il est originaire, et nous dépeint à travers ses yeux de simplet l'Amérique des années 50-80. Par une drôle succession d'événements aléatoires et hasardeux, celui-ci se retrouve au beau milieu des moments phares qui ont ponctué la vie politique américaine de l'époque: 
    spoiler: 
    champion de football américain, engagé puis héros dans la guerre du Viet-Nam, témoin oculaire de l'affaire du Watergate, sportif accrédité lors de l'ouverture des relations diplomatiques entre la Chine et les US entamée par des tournois de tennis de table, invité militaire sur un plateau télé de l'époque pour échanger avec le brave John Lennon, marathonien exceptionnel, détenteur d'une dizaine de crevettiers qui le rendront richissime

. Le jeune homme avance au gré du hasard, sans boussole ni jugeotte particulière, et révèle une personnalité absolument touchante, infantile et sincère. En toile de fond bien entendu, l'éternelle histoire d'amour qu'il éprouve pour sa seule amie d'enfance, la belle Jenny qui mène de son côté une vie sulfureuse et désabusée. Perdue dans les aspérités de ses relations avec des hommes violents, ses divers engagements politiques au sein des mouvements hippies puis des Black Panthers, son détour par les substances psychotropes et la dépression sans nom à laquelle elle évite de succomber, elle trouve refuge en la personne de Forrest Gump à plusieurs reprises. Tom Hanks mène ici une performance exceptionnelle, jouant à merveille le rôle qui lui est attribué, celle d'un homme d'une intelligence simple mais attaché à des valeurs fortes: l'amitié, l'amour filial, l'amour tout court, la tolérance, le respect des ses engagements, la solidarité. Le dialogue est ouvert, celui du respect de l'altérité et de la différence, du non lieu qu'est la guerre, du lien des générations, d'un homme qui inspire l'espoir par ses actes marginaux à l'heure du conformisme. Une belle poésie, à ne pas louper!",Publiée le 3 septembre 2016,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,5
"5,0",1 film a voir obligé,Publiée le 22 avril 2008,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,6
"5,0","Preuve que la presse française est complètement déconnectée de l'avis des spectateurs. Ce film est un chef d'œuvre incontesté, le seul qui m'est fait passé des rires aux larmes plusieurs fois.",Publiée le 12 novembre 2014,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,7
"3,5",j'ai lu le livre et vu le film... C'est une des rares fois où le film est VRAIMENT MEILLEUR que le bouquin ! Ton Hanks est absolument excellent.,Publiée le 9 octobre 2016,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,8
"4,5","Une magnifique parabole, souvent et bien tristement snobée par la critique professionnelle.",Publiée le 24 novembre 2010,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,9
"5,0","excellentissime, sublime, un chef d'oeuvre",Publiée le 18 mai 2008,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,10
"5,0","« La vie, c'est comme une boîte de chocolats : on ne sait jamais sur quoi on va tomber. »

Forrest Gump :
───────────────
La magnifique et incroyable histoire d'un des personnages fictifs le plus aimé : Forrest Gump. Ce film de Robert Zemeckis est sans nul doute l'un des meilleurs films biographique de son temps. Tout en nous faisant découvrir en partie l'histoire de l'Amérique à cette époque (de 1950 à 1980). Il nous montre des citations, qui sont aujourd'hui devenu culte, et qui restent sublimes même si cela fait 10x qu'on les écoute. ""Maman dit : « N'est stupide que la stupidité. »"" ou bien la très célèbre et légendaire phrase en 2 mots : 

""COURS FORREST !!""

Et ce film restera une immense réussite, gagnant 6 Oscars (dont celui du meilleur film et celui du meilleur acteur) et 3 Goldens Globe. Il n'y a pas que le scénario qui est impressionnant mais aussi les effets spéciaux qui sont vraiment incroyables. Et l'interprétation de Forrest Gump est merveilleusement joué par Tom Hanks. 

Forrest Gump restera LE film culte des années 90.

───────────────

« Je sais que je ne suis pas très malin mais je sais ce que c'est l'amour… »",Publiée le 5 novembre 2019,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,11
"4,5","Rare sont les films qui font autant d'effets ! Ce film est prenant, exagéré mais c'est le but (Zemeckis oblige) et tout simplement beau. Scénario bien travaillé, jeu d'acteur de Tom Hanks impressionant font de ce film un réel Chef d'Å’uvre !",Publiée le 4 mai 2010,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,12
"5,0",super film avec histoire émouvante et vrai.une amitié indestructible et un amour sincere,Publiée le 9 septembre 2014,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,13
"5,0","L'histoire c'est un benêt assis sur un banc raconte sa vie aux passants. Ennuyeux on pourrait croire, mais au final pas du tout. Le film est très bien rythmé, et chaque séquence est devenu culte. La réalisation époustouflante et fine laisse sans voix. L'histoire quant à elle mélange tendresse, humour, et amour.
Film à voir et à revoir.
Réalisation 5/5
Jeu d'acteur 4,5/5
Scénario 5/5",Publiée le 28 décembre 2017,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,14
"5,0",Rire action Émotion il y a tout .  Film exceptionnel,Publiée le 17 septembre 2015,"0
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,0
