Note,Description,Date,nombre_good_bad,nombre_follow,key
"4,5","Forrest Gump...Un film qui m'as marqué autant au niveau du contenu autant au niveau du jeu de Tom Hanks. C'est une perle cinématographique que l'on doit absolument voir dans sa vie. La crédibilité et la vraisemblance du jeu des acteurs font de ce film, un chef-d'œuvre.",Publiée le 29 janvier 2014,"2
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            1",Suivre son activité,9
"3,0","La première et aussi la dernière fois que j'avais vu ce film, c'était en 1995-1996 donc autant dire que ça date pour moi et qu'une nouvelle vision ne pouvait pas faire de mal.
Bon alors bilan... ""Forrest Gump"" est du pur divertissement hollywoodien, dans le bon sens du terme comme dans le mauvais. Du pur divertissement hollywoodien dans le sens où les plus de deux heures et vingt minutes de l'ensemble filent à la vitesse de la lumière, tellement le rythme est énergique et les rebondissement s’enchaînent sans temps mort. Pour ne pas s'ennuyer une seule seconde, c'est l'idéal.
Et puis, traverser trois décennies d'histoire américaine, des années 50 jusqu'aux années 80, par le regard d'un simplet à qui il arrive des choses incroyables, c'est une très bonne idée scénaristique. C'est une très bonne idée car une vision simpliste ne fait que mieux souligner les nombreuses absurdités qui n'ont pas manqué d'émailler les périodes évoquées.
Bon en-dehors de cela, on n'échappe pas à un gros coulis bien épais de bons sentiments et bien conçu pour émouvoir dans les chaumières où toutes les valeurs du pays de l'Oncle Sam sont caressées dans le sens du poil (il est vraiment de lui le gamin du ""Sixième Sens"" ???). La musique d'Alan Silvestri aide bien dans ce sens. Et puis les imitations des personnes célèbres que croise notre protagoniste ??? Franchement, vous allez pas me dire qu'il n'y avait pas de meilleur imitateur pour le faire sur cette fichue planète. John Lennon a la voix de Donald Duck, Lyndon Johnson a celle de Mister Magoo, super crédible...
En-dehors de cela, Tom Hanks assure le show, tient le film sur son charisme, mais de là à lui donner un Oscar... franchement... n'importe quel acteur un minimum talentueux est capable de prendre la voix d'un simplet. Au niveau du jeu d'acteur, Gary Sinise et Robin Wright lui sont même supérieures.
Bon, il n'empêche... je ne vais pas jouer à l'hypocrite... j'ai passé une bonne soirée grâce à ce film. C'est un très bon film mais de là à le considérer comme un chef d'oeuvre.",Publiée le 9 septembre 2015,"1
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            1",Suivre son activité,10
"5,0","Ben quoi? Oui, 5 étoiles. Ce film est parfait. Bouba me gave au plus haut point, mais c'est pas sa faute s'il est débile.",Publiée le 25 octobre 2011,"1
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            1",Suivre son activité,11
"5,0",Chef d'oeuvre de chef d'oeuvre ce film est sublime grandiose magique..... bref cest juste un putain de bon film ;),Publiée le 3 août 2013,"1
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            1",Suivre son activité,12
"4,5","Les boites au chocolat ne sont pas les seules choses aléatoires de la vie. C'est pareil pour les films. On peut parfois tomber sur un chef-d'oeuvre -au praliné- qui passe les années sans vieillir, touchant le plus large public qui soit. ""Forrest Gump"" est un des meilleurs exemples. A tous les niveaux on frôle la perfection alors qu'on atteint un degré de complaisance et de naïveté impressionnant par moment. Un grand tour de force, en somme. Tom Hanks grimpe au sommet de sa carrière. A noter l'excellente bande son, d'une musicalité incroyable pour qui veut (re)plonger tout au fond des périodes les plus créatives de la musique US. Ce n'est pas une surprise que ce ""Forrest Gump"" soit considéré comme l'un des meilleurs films des 90's, probablement la meilleure comédie. Ce que je dis peut paraitre un peu idiot mais n'est stupide que la stupidité... .",Publiée le 26 octobre 2014,"2
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,0
"4,0",forrest gump est l'une des plus belle vision qu'on peut avoir du bonheur.,Publiée le 15 août 2013,"2
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            1",Suivre son activité,1
"4,0","Film culte pour toute une génération, une oeuvre qui aura marqué et touché des millions de spectateurs à travers le monde, et ce, encore aujourd'hui, plus de vingt ans après sa sortie.
Forrest Gump (1994) narre l'histoire incroyable d'un simple d'esprit du nom de Forrest Gump, le film est une succession de flashs-back, sur son passé, de sa jeunesse difficile (entre moqueries et solitude dû à son handicape) à sa revanche et son heure de gloire lorsqu'il fut champion de football américain. De son entrée dans l'armée jusqu'à la guerre au Viêt Nam, blessé au combat, il se retire et devient capitaine de crevettier et même milliardaire et enfin, marié et père de famille. Une odyssée vu à travers le parcourt d'un homme simple, adulé et devenue une véritable icône pour l'Amérique, lui, ne s'en rendant pas compte, il continuera de mener une vie simple, aussi banal que le personnage qu'il fût.
Robert Zemeckis réalise ici une oeuvre poignante, émouvante et passionnante, une ode à la liberté de penser qui fait réfléchir et nous remet en question. Brillamment interprété par Tom Hanks (qui obtient ici sans nul doute son plus beau rôle) aux côtés de Robin Wright Penn et d'un Gary Sinise touchant.
Distingué par 3 Golden Globes et 6 Oscars (dont celui du Meilleur Film, du Meilleur Réalisateur et bien évidemment celui du Meilleur Acteur), Une mise en scène irréprochable, une direction artistique sans faille, un scénario brillant (adapté du roman de Winston Groom) et une B.O envoutante, Robert Zemeckis a laissé ici son empreinte dans l'Histoire du cinéma !",Publiée le 11 novembre 2010,"2
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,2
"5,0","Forrest Gump mérite amplement ses six Oscars tant ce film est une merveille. L'histoire est très belle, positive, pleine d'espoir et touchante. On suit avec contemplation la vie parfaitement narré de Forrest à travers son récit. On vie son évolution ainsi que celle des Etats-Unis. D'ailleurs les références aux marques et au personnages qui ont fait l’Amérique sont superbes. Il va rencontrer des personnes formidables et les relations qu'il a avec elles sont tellement tendre. Il prend soin des gens qu'il aime. Il y a toujours de la bienveillance. On passe constamment des moments drôles aux moments tristes ou l'on est ému aux larmes. C'est rempli de gentillesse. Tom Hanks est magistral dans le rôle de Forrest Gump, Gary Sinise campe un lieutenant complètement dingue, Mykelti Williamson alias Bubba est bouleversant, Sally Field est une mère courage et Robin Wright alias Jenny l'amour de sa vie. Tous ces acteurs sont émouvants et grandiose. Et que dire de la réalisation parfaite de Robert Zemeckis! Chaque plan est magnifique. Les environnements sont d'une telle diversité. C'est d'une beauté rare que ce soit dans l'histoire, visuellement ou dans le message véhiculé. Les dialogues sont succulents et la b.o. terriblement juste et belle. Et le plus grand plaisir est de découvrir que la fin est à la hauteur et peut nombreux sont ceux qui resterons insensible à ce film. N'ayons pas peur de le dire, Forrest Gump est un chef-d’œuvre! C'est un film qui fait du bien, il n'y à rien à jeter, tout est parfait et l'on ressort de ce film heureux.",Publiée le 13 janvier 2016,"2
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,3
"4,5","C’est une excellente idée d’avoir choisi Tom Hanks pour interpréter le rôle-titre. L’acteur représente pour moi l'archétype de l’américain moyen. Il joue dans le film un simple d’esprit qui traverse les principaux événements de l'histoire des États-Unis entre les années 1950 et 1980 (la guerre du Viêt Nam, le mouvement hippie, le scandale du Watergate, etc.). Sans le vouloir, il est au premier plan voire influence le cours de l’Histoire lors de ses rencontres avec les célébrités que sont Elvis Presley, John Lennon, John F. Kennedy, Richard Nixon, etc. Les insertions des images d’archives sont étonnantes. Malgré son léger handicap, Forrest Gump devient champion de football américain, soldat décoré au Viêt Nam, champion de ping-pong dans l'équipe militaire américaine, marathonien exceptionnel : 
    spoiler: 
    il court sans but pendant trois ans !

, capitaine de crevettier, et un aussi désintéressé que généreux milliardaire. L‘innocence de ce héros malgré lui est touchante. Sa naïveté le préserve du monde qui l’entoure, ce qui n'est pas le cas de 
    spoiler: 
    son amie d'enfance...

 C’est un très beau film, unique en son genre, à la fois drôle (accentué par la voix off) et émouvant malgré des longueurs évidentes vers la fin.",Publiée le 9 avril 2021,"2
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,4
"4,0","Forrest Gump est l’exemple typique du film connu de tous, et ce même sans avoir été vu, tel qu’il est impossible d’être passé à côté de la réplique culte « Cours Forrest, cours ! ». Pour ma part, je ne l’avais jusqu’ici qu’entraperçu par bribes certes sympathiques, mais me donnant l’impression d’un ensemble surestimé. Aujourd’hui, le tir est rectifié, et mon apriori s’est plus ou moins confirmé : cette réalisation du génial Robert Zemeckis est sacrément culte il faut le reconnaitre, au même titre qu’un certain Pulp Fiction sortis la même année, mais j’hésite à le qualifier de chef d’œuvre. Bien sûr, difficile de résister devant cet hymne à la vie à la fois drôle, touchant et poignant, porté par un personnage principal attachant comme pas deux ; mais cette redondance de bons sentiments est peut-être de trop, tandis que le film s’essouffle petit à petit en terme de rythme (la durée n’est pas en reste). En somme Forrest Gump est un long-métrage à l’image de son narrateur : il est particulier ; mais son succès n’est heureusement en rien immérité, non, d’autant que celui-ci n’a pas pris une ride. A défaut d’être impressionnant, il arbore donc une intrigue dense et plutôt maligne, tout en insérant avec espièglerie (et réussite, le visuel notamment) son sujet dans quelque uns des plus grands évènements ayant marqué les USA d’après-guerre ; on assiste d’ailleurs à une pléiades de mises en dérision, le dénommé Forrest Gump, simplet de son état, accomplissant bien plus que tout homme puisse être en mesure d’accomplir. L’humour est ainsi très percutant, d’autant que certains personnages, à l’instar de FG, vont y participer avec un sérieux hilarant en la matière ; en tête de file on songe donc au dénommé Bubba, mémorable au travers de son monologue traitant de la pêche à la crevette. Loin d’être déroutant, cette part comique contraste efficacement avec la teneur dramatique parcourant le film, qui rappelle que toutes vies s’accompagnent de hauts comme de bas, et ce d’une bien belle manière ! Autrement, La BO d’Alan Silvestri remplit avec brio son office, tandis que l’on en vient à parler d’un fabuleux point fort : le casting ; la prestation sans faute de Tom Hanks est assurément au centre des attentions, mais impossible de ne pas souligner les superbes performances animant une galerie de personnages secondaires excellentes, Gary Sinise, Robin Wright ou encore Mykelti Williamson s’illustrant de la sorte. En résumé, Forrest Gump n’a pas usurpé son statut de film supra-culte, celui-ci alignant un nombre ahurissant de personnages et répliques inoubliables ; et à défaut de m’avoir véritablement transcendé, il convient de le qualifier de formidable divertissement, dont l’intrigue maligne comme pas deux aura revisité l’Histoire des USA avec une aisance aussi convaincante que savoureuse.",Publiée le 28 mars 2014,"2
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,5
"4,0","Des années 40 à la fin du XXème Siècle, un candide traverse l'histoire de l'Amérique. Entre rires et larmes, au son d'une B.O. parfaite, Zemeckis, constamment pertinent, nous livre une fresque historique, un melting-pot émotionnel, et une fable magnifique, sincère, humaine et trans-générationnelle qui balaye avec une infinie tendresse et subtilité quelques décennies des States avec notamment quelques dates clés propres au Pays de l'Oncle Sam comme la Guerre du Vietnam ou l'assassinat des Kennedy. Dans un rôle refusé par Bill Murray et John Travolta, Tom Hanks simple mais jamais simplet, nous livre l'une de ces plus belles partitions avec le malade homosexuel de Philadelphia, le général de Soldat Ryan ou encore le flic de la Ligne Verte. En même temps il n'est pas considéré comme l'un des meilleurs acteurs de tous les temps pour rien. Bref, ce Forrest Gump n'a pas usurpé ces six oscars (dont celui du meilleur film,du meilleur réalisateur ou bien sûr, celui du meilleur acteur). Vous avez dit ""Chef-d'oeuvre"" ?",Publiée le 3 avril 2020,"2
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,6
"5,0","Rares sont les films que je classe dans la catégorie du grand cinéma. Forrest Gump fait partie de la poignée que je placerais parmi les chef d'oeuvres du septième art! Tout est parfait: scénario, acteurs, musique, ...",Publiée le 15 septembre 2010,"1
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            1",Suivre son activité,7
"5,0","A mes yeux, Forest Gump est LA comédie dramatique la plus aboutit du 20ème siècle.
Une oeuvre rare, indémodable, emmenée d'une main de maître par un Tom Hanks magistral.",Publiée le 29 octobre 2009,"1
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            1",Suivre son activité,8
"5,0","Je me suis rendu compte que je n'avais encore jamais donné mon avis sur « Forrest Gump », je l'ai donc visionné une énième fois pour me rafraîchir la mémoire. A nouveau, j'ai été subjugué par la beauté de ce film, l'intelligence du propos, la sensibilité des personnages et j'ai versé ma petite larme sur la scène finale, définitivement bouleversante. Enfin, je me suis mis devant mon ordinateur et j'ai entrepris d'écrire ces quelques lignes... Et c'est à ce moment là que j'ai compris pourquoi je ne l'avais pas fait plus tôt. Je ne sais pas quoi dire d'original sur ce chef-d’œuvre universel et intemporel. Il y a tant de gens, dont la plume est supérieure à la mienne, qui se sont déjà lancé dans ce difficile exercice qu'il ne me reste guère de superlatifs pour rendre hommage à cette œuvre magnifique. Certes je pourrais mentionner l'incroyable prestation de Tom Hanks qui délivre sans aucun doute la prestation de sa carrière mais c'est loin de suffire pour un monument de cet acabit. J'ai donc pensé à mettre l'accent sur l'incroyable palmarès du film qui a remporté 6 Oscars et 3 Golden Globes mais, là aussi, c'est bien trop limité pour être vraiment satisfaisant. Donc, ne sachant plus quoi faire ni quoi dire, j'ai décidé que j'allais remettre cette critique à plus tard et que j'allais regarder une nouvelle fois « Forrest Gump » parce que la vie, c'est comme une boite de chocolat...",Publiée le 1 avril 2015,"2
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,9
"4,0","Cette oeuvre de Zemeckis est un excellent film, quoiqu'un peu long, il mérite amplement ses récompenses. Tom Hanks est un héros anti-héros simplet mais super attachant tout le long du film. D'autres têtes reviennent comme Gary Sinise ou encore le Haley Joel Osment, le petit de Sixieme Sens. Les musiques d'Alan Silvestri sont toujours envoûtantes. Le film est génial!",Publiée le 12 octobre 2019,"2
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,10
"5,0","Avec Forrest Gump,Robert Zemeckis  nous offre un véritable chef-d'œuvre, une perle du septième art ! Comme a son habitude, Tom Hanks joue a la PERFECTION il nous émeut, nous fait rire, son interprétation est grandiose et inoubliable. L'histoire est très touchante, drôle le spectateur peut passer du rire aux larmes en quelques secondes, c'est un véritable cocktail remplis de bonnes choses Forrest est un personnage saint d'esprit auquel on s'attache énormément, c'est un personnage adorable et très drôle. Ensuite la BO est très bonne elle varie entre musique pop des années 80 et musique classique ce qui permet au spectateur de dégager plus d'émotion. Les dialogues sont tout simplement cultes: ""Cours Forrest, cours ! "" et j'en passe. Le reste du casting est aussi parfait ils ont un réalisme saisissant notamment Jenny et le sergent Dan Taylor. Au final, Forrest Gump est un classique du cinéma a ne surtout pas rater pour tout amateur du genre. Un régal, un grand moment de cinéma !",Publiée le 5 septembre 2013,"2
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,11
"5,0","Forrest Gump , un jeune homme , simple d'esprit , véritable héros caché de l'histoire américaine 40 jusqu' à la fin du 20 siècles, le prouve en multipliant les récits. Ce film est tout simplement un chef - d' œuvre inoubliable. Après",Publiée le 20 août 2013,"2
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,12
"5,0","Le chef d’œuvre de Robert Zemeckis ! Un scénario d'une richesse incroyable, des acteurs performants (en particulier Tom Hanks bien sûr, mais également Gary Sinise), une bande originale emballante...bref on ne va pas tout détailler car tout est parfait. La vie ultra-passionnante et hallucinante d'un homme simple, qui s'annonçait pourtant bien différente à en voir son enfance, nous fera passer par tous les sentiments, de l'humour à la tristesse. Parti de rien et montré du doigt par tout le monde, ce génie (sous ses allures d'ahuri) va continuer sa vie sans jamais baisser les bras pour arriver au sommet dans tous les domaines. On enviera tous cette vie gratifiante et pleinement remplie. Une histoire qu'on prend plaisir à écouter et surtout à voir grâce à la réalisation impressionnante de Zemeckis. A la fin du film, on ne peut plus se relever, c'est ce que l'on appelle : rester sur le cul. ""La vie, c'est comme une boîte de chocolat, on ne sait jamais sur quoi on va tomber"", ici, nous sommes tombés sur un trésor du 7ème art. Une leçon de cinéma...et peut-être bien de vie.",Publiée le 21 avril 2015,"2
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,13
"4,5","Forrest Gump est un film fourre-tout, drole, tragique, puissant, qui fut logiquement couronné de succes dès sa sortie. Probablement le plus grand role de la riche carriere de Tom Hanks.",Publiée le 16 avril 2013,"2
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,14
"4,5","""Forrest Gump"" a tous les atouts d'un excellent film, il nous fait rire et pleurer. Forrest Gump est un enfant qui possède un Q.I. inférieur à la normale. Nous suivons la vie de ce personnage, qui est rythmée par les événements importants de cette époque comme la guerre du Vietnam ou encore l'assassinat du président Kennedy, le personnage est intégré à des images d'archives pour mettre un plus grand lien entre sa vie et les faits historiques. Forrest Gump va nous prouver qu'il a autant de chance que les autres pour réussir et qu'il n'est pas si différent. La prestation de l'extraordinaire Tom Hanks, qui est vraiment un excellent acteur, peut-être l'un des meilleurs de notre époque, est remarquable. Certaines phrases du film son culte comme la réplique ""Cours Forrest !"". L'alternance des émotions avec une fin triste mais toujours avec une touche d'humour créé un décalage presque unique en son genre. Même si parfois, l'histoire a tendance à tendre vers la guimauve, ""Forrest Gump"" est une réussite en tout point.",Publiée le 10 mars 2014,"2
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,0
"4,5","Forest Gump se construit autour du personnage éponyme, campé par un Tom Hanks MAGISTRALE qui démontre une fois de plus ses talents d'acteur pour nous émouvoir !",Publiée le 22 avril 2012,"1
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            1",Suivre son activité,1
"5,0","""La vie est comme une boîte de chocolat, on ne sait jamais sur quoi on va tomber"". Narrant le parcours hors norme, d’un homme au QI légèrement inférieur à la moyenne, à travers l’Histoire des Etats-Unis, du milieu des années 50 au début des années 80, «Forrest Gump» est un film extraordinaire, réalisé avec maestria par Robert Zemeckis. Au-delà des références historiques et des prouesses techniques, c’est avant tout une destinée unique et fascinante, souvent très drôle et constamment dans l’émotion, à laquelle Tom Hanks apporte son immense talent. Il illumine l’écran par sa justesse et son naturel et sera à jamais ce personnage si attachant. Pour lui donner la réplique, Gary Sinise est tout aussi grandiose en Lieutenant Dan. Le côté sombre et marginal de cette «american way of life» est ici représenté par l’itinéraire de Jenny, rôle joué brillamment par Robin Wright. Des répliques cultes, une musique magnifique composée par Alan Silvestri, parsemée d’extraits de chansons mythiques. Véritable ode à la vie, autant qu’à l’amour et à la tolérance, ce chef d’oeuvre incontournable fait partie de mes films préférés. A voir et à revoir.",Publiée le 8 septembre 2014,"2
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,2
"5,0","""Forrest Gump"" est probablement le film où Tom Hanks joue le rôle le plus touchant de sa carrière. Ce bijoux est traité avec sensibilité et humour et nous plonge dans différentes périodes marquantes de l'histoire accompagné d'une narration simple et touchante. L'ensemble des personnage apporte son petit quelque chose à l'histoire pour notre plus grand plaisir. Plus qu'une histoire d'amour finalement c'est une véritable plongée historique que l'on vit au côté de Forrest . Simplement magnifique, un film culte, trop peu nombreux sont les films aussi sincère et prenant.",Publiée le 13 août 2011,"2
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,3
"4,5","Bien que plus qu'applaudit par la critique lors de sa sortie ( meilleur film, meilleur réalisateur et meilleur acteur lors des Golden Globes et des Oscars, entre autres ), j'ai été un petit peu déçu par ce ""Forrest Gump"", ( réalisé par Robert Zemeckis et sorti en 1994 ), qui est, je vous l'accorde, magnifique et excellent. Peut-être qu'au vu de sa réputation je m'attendais à quelque chose d'exceptionnel, mais il y à tout de même quelques points qui m'ont dérangés : par exemple, on nous donne l'impression que Forrest transforme tout ce qu'il touche en or, bonifie chaque personne qu'il rencontre ( le pas de danse d'Elvis Presley ), réussi avec brio tout ce qu'il entreprend, peux devenir champion de n'importe quoi, en gros il vient d'un autre monde... 
Alors que le ""message"" que veux faire passer le film, c'est qu'il est une personne comme tout le monde, et même un peu moins ( voir beaucoup moins ) intelligent. C'est la seule chose qui m'a dérangé, sinon, c'est le bonheur total!
 Des prestations parfaites, Hanks n'a pas volé ses récompenses! Mais il n'est pas le seul bon acteur du casting, je retiendrai surtout la prestation de Gary Sinise, bien que Robin Wright ( Penn ) et Sally Fields soient également magnifiques dans leu rôles respectifs. On remarquera aussi une des premières apparitions à l'écran du jeune Haley Joel Osment.
L'histoire est également très belle, et elle est surtout longue ( en nombre d'années ), mais ça ne fait qu'améliorer la qualité de ce superbe film!
A voir absolument!",Publiée le 15 août 2011,"2
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,4
"5,0","Forrest Gump, c'est comme une tablette de chocolat: on ne sait jamais ou il va tomber !
A ne manquer sous aucuns prétextes !",Publiée le 25 janvier 2013,"1
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            1",Suivre son activité,5
"4,0","Je ne l'avais pas revu depuis très longtemps et en gardais un souvenir presque moyen : quel plaisir cela a été de redécouvrir « Forrest Gump » ! Certes, on n'échappe à quelques caricatures, certains épisodes sont expédiés (notamment celui avec les Black Panther) et le dénouement fera ricaner les mauvais esprits, mais sincèrement, quel souffle, quel lyrisme ! Spectacle total d'une incroyable générosité, nous faisant traverser une belle partie de l'Histoire des États-Unis au XXème siècle via le regard d'un simplet (ce qui rend le portrait du pays d'autant plus fort et loin d'être toujours aussi positif qu'on n'a pu l'écrire), démarche audacieuse portée par une réalisation remarquable et un scénario intégrant intelligemment les grandes figures historiques de l'époque, le tout grâce à des effets visuels révolutionnaires (bon, pour John Lennon c'est un peu raté mais le reste, c'est fort!) et des personnages forts, notamment chez les seconds rôles : Gary Sinise, Robin Wright et Sally Field sont excellents, tandis que Tom Hanks est vraiment bon dans le rôle-titre, sans être aussi exceptionnel qu'on a pu l'écrire. Un superbe divertissement qui se bonifierait presque avec l'âge : du grand Zemeckis.",Publiée le 23 juin 2018,"2
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            0",Suivre son activité,6
"5,0","Forrest Gump est sans aucun doute le meilleur, le plus touchant, le plus drôle, le film le plus réussi de Robert Zemeckis de toute sa carrière!!!!!! J'aimerai tant que Zemeckis revienne au temps où il ne réalisait que des films en prise de vue réelle!!! C'est pas que ses films d'animation sont ratés mais ils sont beaucoup trop particuliers et loin d'être parfaits alors que dans les années 1980 jusqu'à 2000, ses films étaient juste géniaux, même Seul au Monde qui est sorti en 2000! En tout cas, Forrest Gump est et restera un des plus beaux films de tous les temps et se situe dans mon top 10 de mes films préférés!!!!! Ce film n'a aucun défaut! Chaque point est parfait!!!! À commencer par le jeu d'acteur juste hallucinant!!!!! Tom Hanks prouve encore qu'il est un des plus grands acteurs d'Hollywood!!!!! Son interprétation de Forrest Gump est exceptionnelle!!! L'Oscar est évidemment largement mérité! C'est simple, dès la première séquence du film, on s'attache à lui par sa simplicité, sa manière de voir les choses, se penser, par son handicap, par sa façon de parler ( une chance que ce soit Jean-Philippe Puymartin qui le double!! ). On l'adore direct!!!! Robin Wright est super attachante dans le rôle de Jenny, son personnage est déjà très intéressant alors son interprétation... impressionnante! Gary Sinise prend plaisir, ça se voit, à incarner le Lieutenant Dan, il est très marrant dans ses conversations avec Forrest Gump et aussi touchant à cause de la perte de ses jambes. Mykelti Williamson est marrant et attachant en Bubba, Sally Field est elle aussi très attachante surtout grâce à son personnage touchant et bien construit. Hael Joel Osment apparaît à la fin du film enSpoiler : assez charismatique. La musique d'Alan Silvestri est très douce, très jolie avec des thèmes au piano très bien trouvés, bravo également pour le morceau où Spoiler : Visuellement, on reconnaît facilement que c'est un film de Robert Zemeckis, à voir tout les détails, les couleurs; les décors, même les costumes comme celui de Sally Field qui me fait rappeler Joanna Cassidy dans Qui veut la peau de Rogger Rabbit! La réalisation est bien entendu brillante, c'est très bien filmé et quels effets spéciaux!!!! Je n'arrête pas de me demander comment ils ont pu faire de telles incrustations avec les images d'archive des présidents des États-Unis! Bluffant!!! Mais le film repose aussi sur une histoire magnifique ponctuée de moments savoureux à la fois touchants et hilarants!!!! Déjà, quelle super idée de la part de Robert Zemeckis de nous montrer la vie d'un simple d'esprit qui sera passé par tous les domaines et qui aura à chaque fois réussi!!!! Les répliques sont cultes!!!! "" La vie c'est comme une boîte de chocolats, on ne sait jamais sur quoi on va tomber "", "" Cours Forrest! Cours!!! "", "" N'est stupide que la stupidité "", "" Vous êtes stupides ou quoi? "" et tellement d'autres.... Les gags sont tous, et je dis bien tous, hilarants, on ne pourrait faire mieux aujourd'hui!!!! Les personnages sont riches, Forrest est si simple, si gentil qu'il nous bouleverse direct! Jenny aura tout au long du film des aventures très tristes commeSpoiler :. La fin va faire chagriner tout le monde, ça a été le cas pour moi! Forrest Gump est un chef-d'oeuvre, un film culte, une légende du cinéma!!!!!!",Publiée le 9 mars 2013,"1
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            1",Suivre son activité,7
"5,0","Mon film préféré en tout genre !! quel bonheur de revoir cette fable émouvante remplie de scènes et de répliques cultes !!
ce grand film raconte l'incroyable histoire pleine de tendresse d'un ""candide"", d'un ""simple d'esprit"" retraçant sa vie dans l'Amérique des années 1950 aux années 1980. le personnage Forrest Gump représente un symbole d'espoir dans Une Amérique qui connaîtra les guerres, les assassinats de nombreux hommes politiques,..... je me suis jamais senti aussi proche d'un personnage à la hauteur de Forrest Gump. 
ce film est tout simplement parfait de bout en bout. il est excellent dans tous les domaines, que ça soit pour la mise en scène et le scénario, en passant par la musique solennelle d'Alan Silvestri. on ne s'en lasse pas une seule seconde. chaque seconde est une pépite car le scénario mélange à merveille des événements historiques avec des personnages fictifs, de façon intelligent et structuré.
Tom Hanks excelle dans ce rôle. il est très inspiré. ce rôle était fait pour lui. Il arrive à la fois à nous faire rire, mais aussi à nous faire pleurer 
    spoiler: 
    ( comme par exemple quand il a du chagrin pour la mort de Booba ou de Jenny, et même de sa mère bien sûr...).

.  toutefois, il ne faut pas non plus oublier les formidables prestations de Robin Wright, Gary Sinise et Sally Field, jouant des rôles différents qui ont marqué la vie extraordinaire de Forrest Gump.
Robert Zemeckis (Qui veut la peau de roger rabbit ? ou trilogie retour vers le futur) signe là son meilleur film, un chef d'oeuvre de poésie et d'émotion. ce film a d'ailleurs reçu 6 oscars, qui sont tous mérités. il aurait même pu en gagner beaucoup plus.
en un mot, on passe un super moment, 2h16 de pur plaisir, on se prend pas la tête tout en sachant qu'on regarde là un film d'une intelligence d'écriture superbe.
à voir et à revoir absolument !!!!",Publiée le 13 janvier 2015,"1
        

    

    
    
                    
                            

        
                                                                    
        
        
        
                    
                    
        
        
            1",Suivre son activité,8
